date,city,campaign,impressions,clicks,traffic,spend
2025-01-07,Delhi,HolidaySale,2454,135,45,78.68
2025-01-17,Chennai,BrandAwareness,5796,308,476,73.95
2025-01-27,Delhi,HolidaySale,3272,42,340,22.14
2025-01-18,Delhi,BrandAwareness,921,33,395,64.15
2025-01-25,Mumbai,BrandAwareness,1600,81,272,37.32
2025-01-17,Mumbai,HolidaySale,1213,77,133,37.94
2025-01-10,Mumbai,HolidaySale,4730,385,267,16.57
2025-01-22,Bangalore,BrandAwareness,3316,198,401,40.4
2025-01-20,Chennai,BrandAwareness,2145,165,54,39.64
2025-01-08,Chennai,CoffeePush,3223,184,76,20.41
2025-01-26,Chennai,BrandAwareness,3051,349,286,49.25
2025-01-19,Hyderabad,BrandAwareness,2509,293,472,40.63
2025-01-26,Mumbai,CoffeePush,1533,142,155,51.89
2025-01-07,Hyderabad,CoffeePush,5458,515,190,43.03
2025-01-02,Hyderabad,BrandAwareness,4152,22,317,6.79
2025-01-23,Delhi,BrandAwareness,3249,375,397,51.1
2025-01-19,Delhi,HolidaySale,3330,424,25,51.82
2025-01-23,Delhi,HolidaySale,5401,33,330,6.47
2025-01-25,Hyderabad,BrandAwareness,559,72,469,11.22
2025-01-07,Delhi,BrandAwareness,1105,16,89,69.37
2025-01-17,Mumbai,BrandAwareness,2990,369,441,65.31
2025-01-17,Delhi,HolidaySale,3011,176,229,57.11
2025-01-23,Chennai,CoffeePush,5379,803,23,32.1
2025-01-16,Mumbai,HolidaySale,5138,37,103,17.12
2025-01-20,Delhi,BrandAwareness,749,65,85,72.0
2025-01-14,Hyderabad,CoffeePush,2143,45,409,11.71
2025-01-17,Bangalore,HolidaySale,3235,367,178,77.41
2025-01-08,Bangalore,HolidaySale,3408,311,99,41.82
2025-01-15,Chennai,CoffeePush,4500,651,173,37.99
2025-01-15,Chennai,CoffeePush,5896,825,467,44.61
2025-01-16,Mumbai,CoffeePush,3961,330,260,61.14
2025-01-18,Bangalore,HolidaySale,4721,29,387,17.21
2025-01-08,Mumbai,HolidaySale,1775,120,264,48.22
2025-01-08,Delhi,BrandAwareness,3907,78,146,7.26
2025-01-14,Hyderabad,CoffeePush,4075,599,160,46.34
2025-01-06,Delhi,HolidaySale,4978,240,170,64.06
2025-01-23,Mumbai,CoffeePush,1671,122,251,15.12
2025-01-21,Mumbai,BrandAwareness,1269,144,109,67.22
2025-01-19,Bangalore,CoffeePush,4143,224,479,52.22
2025-01-12,Bangalore,CoffeePush,5948,333,355,7.46
2025-01-27,Mumbai,BrandAwareness,4979,640,294,62.06
2025-01-28,Hyderabad,HolidaySale,4446,613,80,30.92
2025-01-02,Delhi,BrandAwareness,2961,129,213,24.05
2025-01-01,Bangalore,HolidaySale,3398,65,407,16.8
2025-01-21,Hyderabad,CoffeePush,3547,217,186,38.0
2025-01-29,Mumbai,BrandAwareness,1612,123,183,42.15
2025-01-16,Chennai,BrandAwareness,3341,78,73,70.45
2025-01-07,Bangalore,HolidaySale,4359,144,423,35.78
2025-01-05,Bangalore,BrandAwareness,1374,28,186,7.79
2025-01-30,Mumbai,CoffeePush,5374,336,474,24.7
2025-01-05,Delhi,CoffeePush,738,85,34,74.59
2025-01-01,Chennai,CoffeePush,4959,697,191,60.15
2025-01-18,Bangalore,CoffeePush,3444,115,491,37.48
2025-01-17,Delhi,CoffeePush,2270,35,368,25.31
2025-01-15,Bangalore,BrandAwareness,1398,159,23,18.28
2025-01-26,Mumbai,BrandAwareness,4043,313,42,14.88
2025-01-20,Mumbai,CoffeePush,2849,79,30,10.51
2025-01-30,Mumbai,HolidaySale,3158,308,448,8.87
2025-01-15,Delhi,CoffeePush,4795,242,431,48.39
2025-01-15,Chennai,HolidaySale,4551,446,433,61.89
2025-01-19,Delhi,CoffeePush,3804,217,334,70.76
2025-01-23,Delhi,BrandAwareness,2725,177,206,8.64
2025-01-19,Mumbai,CoffeePush,1392,171,404,22.53
2025-01-21,Delhi,CoffeePush,5254,267,296,71.15
2025-01-19,Mumbai,BrandAwareness,3786,239,60,22.44
2025-01-29,Chennai,HolidaySale,5175,288,263,46.36
2025-01-14,Delhi,CoffeePush,5697,848,317,59.04
2025-01-11,Delhi,HolidaySale,1958,64,352,15.13
2025-01-13,Mumbai,BrandAwareness,662,94,409,7.01
2025-01-30,Bangalore,BrandAwareness,4170,398,214,22.19
2025-01-07,Delhi,HolidaySale,4593,34,44,14.92
2025-01-07,Bangalore,HolidaySale,2215,330,186,63.42
2025-01-08,Chennai,CoffeePush,3809,131,225,65.2
2025-01-06,Delhi,CoffeePush,5516,43,370,31.25
2025-01-27,Delhi,HolidaySale,5833,835,457,6.63
2025-01-06,Chennai,HolidaySale,5290,149,111,32.71
2025-01-21,Delhi,HolidaySale,4436,655,399,28.8
2025-01-28,Chennai,CoffeePush,4181,55,91,26.36
2025-01-16,Bangalore,HolidaySale,530,70,420,67.96
2025-01-08,Chennai,HolidaySale,511,50,20,57.08
2025-01-13,Delhi,HolidaySale,2340,223,274,19.47
2025-01-27,Delhi,CoffeePush,5439,392,22,12.23
2025-01-14,Delhi,BrandAwareness,1453,56,298,36.74
2025-01-23,Delhi,BrandAwareness,2108,48,441,56.52
2025-01-13,Hyderabad,CoffeePush,2419,230,70,70.94
2025-01-15,Delhi,HolidaySale,5994,215,457,28.18
2025-01-17,Chennai,BrandAwareness,5555,731,189,77.2
2025-01-18,Chennai,HolidaySale,3799,482,344,65.99
2025-01-20,Bangalore,BrandAwareness,921,48,269,31.76
2025-01-20,Mumbai,CoffeePush,612,36,101,35.2
2025-01-09,Mumbai,HolidaySale,1258,149,438,27.07
2025-01-11,Hyderabad,CoffeePush,1126,53,34,60.34
2025-01-07,Chennai,BrandAwareness,4602,495,437,19.05
2025-01-25,Chennai,HolidaySale,2145,161,426,46.3
2025-01-20,Delhi,HolidaySale,3156,105,339,40.96
2025-01-03,Bangalore,BrandAwareness,1110,52,89,56.37
2025-01-03,Hyderabad,CoffeePush,3102,33,108,47.03
2025-01-03,Hyderabad,HolidaySale,4868,636,229,41.91
2025-01-09,Chennai,HolidaySale,3873,287,117,73.02
2025-01-13,Bangalore,CoffeePush,3283,80,228,66.23
2025-01-22,Chennai,BrandAwareness,4100,517,219,72.66
2025-01-18,Delhi,CoffeePush,4099,271,39,54.85
2025-01-06,Hyderabad,HolidaySale,4275,346,421,76.3
2025-01-07,Chennai,CoffeePush,1251,154,152,68.26
2025-01-28,Delhi,CoffeePush,5895,773,382,30.34
2025-01-06,Bangalore,HolidaySale,1409,204,380,65.24
2025-01-03,Chennai,HolidaySale,3305,246,50,42.34
2025-01-10,Delhi,HolidaySale,2575,319,418,40.77
2025-01-13,Mumbai,BrandAwareness,5984,415,333,32.55
2025-01-30,Chennai,CoffeePush,2020,145,473,75.65
2025-01-14,Hyderabad,BrandAwareness,1219,87,220,76.51
2025-01-20,Hyderabad,HolidaySale,923,52,191,15.6
2025-01-03,Bangalore,HolidaySale,3087,338,482,15.88
2025-01-01,Bangalore,BrandAwareness,5699,742,281,59.88
2025-01-29,Delhi,BrandAwareness,3606,185,93,7.89
2025-01-18,Delhi,CoffeePush,942,52,423,33.69
2025-01-15,Hyderabad,BrandAwareness,4736,685,360,31.77
2025-01-03,Delhi,CoffeePush,571,42,360,67.59
2025-01-10,Hyderabad,HolidaySale,4364,159,332,58.95
2025-01-10,Chennai,BrandAwareness,3914,377,136,56.99
2025-01-16,Mumbai,BrandAwareness,2448,145,413,75.24
2025-01-12,Chennai,BrandAwareness,1320,163,392,40.6
2025-01-16,Delhi,CoffeePush,3177,154,274,63.71
2025-01-19,Chennai,HolidaySale,4650,29,86,12.52
2025-01-29,Bangalore,HolidaySale,1447,66,167,72.25
2025-01-20,Bangalore,HolidaySale,3076,393,82,62.27
2025-01-18,Hyderabad,CoffeePush,5827,98,467,32.7
2025-01-22,Delhi,HolidaySale,5831,185,88,79.73
2025-01-01,Mumbai,HolidaySale,2991,313,344,49.66
2025-01-25,Bangalore,CoffeePush,1820,102,290,21.29
2025-01-19,Hyderabad,HolidaySale,4472,40,100,44.67
2025-01-04,Mumbai,CoffeePush,4015,106,83,72.55
2025-01-10,Bangalore,CoffeePush,3690,197,452,10.73
2025-01-06,Hyderabad,HolidaySale,2398,135,71,45.05
2025-01-24,Chennai,HolidaySale,2036,30,352,77.36
2025-01-17,Delhi,HolidaySale,3592,184,251,16.93
2025-01-08,Mumbai,CoffeePush,2884,73,67,52.57
2025-01-23,Bangalore,BrandAwareness,1264,107,463,51.46
2025-01-12,Bangalore,BrandAwareness,3384,168,489,26.44
2025-01-01,Bangalore,BrandAwareness,1185,161,88,58.25
2025-01-19,Bangalore,CoffeePush,541,43,423,25.94
2025-01-30,Delhi,CoffeePush,3350,303,356,56.29
2025-01-30,Hyderabad,CoffeePush,2753,45,244,19.65
2025-01-03,Bangalore,HolidaySale,4217,501,485,7.88
2025-01-26,Mumbai,CoffeePush,4401,628,59,76.77
2025-01-07,Chennai,CoffeePush,1542,29,142,51.17
2025-01-30,Delhi,BrandAwareness,1999,131,317,15.82
2025-01-02,Delhi,CoffeePush,2960,101,472,37.96
2025-01-17,Delhi,CoffeePush,4632,302,261,35.23
2025-01-03,Delhi,BrandAwareness,794,46,146,56.52
2025-01-13,Bangalore,BrandAwareness,4302,569,447,38.31
2025-01-10,Mumbai,HolidaySale,4723,608,176,52.09
2025-01-15,Chennai,HolidaySale,4879,157,143,11.81
2025-01-06,Hyderabad,CoffeePush,3742,466,165,55.01
2025-01-02,Chennai,CoffeePush,1918,211,428,39.53
2025-01-29,Chennai,CoffeePush,1844,23,422,20.78
2025-01-06,Chennai,BrandAwareness,995,80,369,57.01
2025-01-06,Mumbai,CoffeePush,1698,212,91,75.6
2025-01-18,Bangalore,BrandAwareness,1875,265,461,26.99
2025-01-30,Mumbai,BrandAwareness,3700,266,43,73.78
2025-01-12,Hyderabad,HolidaySale,4861,117,237,19.26
2025-01-19,Hyderabad,HolidaySale,5638,833,154,68.03
2025-01-03,Bangalore,HolidaySale,2074,43,375,67.73
2025-01-14,Bangalore,HolidaySale,2938,345,418,15.42
2025-01-13,Delhi,CoffeePush,5605,619,255,69.7
2025-01-26,Chennai,BrandAwareness,3032,38,379,54.23
2025-01-28,Chennai,HolidaySale,3720,80,48,77.76
2025-01-19,Bangalore,CoffeePush,3290,129,34,53.06
2025-01-15,Mumbai,CoffeePush,892,104,462,77.84
2025-01-23,Delhi,BrandAwareness,2991,305,83,11.69
2025-01-04,Chennai,HolidaySale,2388,183,205,44.63
2025-01-04,Delhi,CoffeePush,3688,311,415,38.34
2025-01-20,Hyderabad,CoffeePush,4009,32,305,51.22
2025-01-25,Chennai,HolidaySale,2015,78,407,35.09
2025-01-03,Bangalore,BrandAwareness,5505,566,500,8.55
2025-01-22,Bangalore,HolidaySale,5297,632,35,64.94
2025-01-26,Bangalore,HolidaySale,4317,206,393,52.86
2025-01-02,Chennai,CoffeePush,1685,168,86,40.41
2025-01-15,Chennai,CoffeePush,2436,126,306,32.36
2025-01-30,Delhi,HolidaySale,4863,315,446,66.51
2025-01-08,Bangalore,CoffeePush,2532,219,102,58.98
2025-01-11,Delhi,HolidaySale,5480,500,240,15.07
2025-01-08,Chennai,HolidaySale,2982,252,286,24.21
2025-01-19,Chennai,CoffeePush,3878,86,205,37.85
2025-01-01,Delhi,HolidaySale,570,44,489,56.0
2025-01-23,Hyderabad,HolidaySale,2158,271,359,69.04
2025-01-13,Bangalore,CoffeePush,1551,164,38,49.07
2025-01-26,Delhi,BrandAwareness,2980,307,436,65.12
2025-01-10,Mumbai,HolidaySale,5044,521,425,23.51
2025-01-04,Delhi,BrandAwareness,5634,279,59,57.02
2025-01-04,Delhi,CoffeePush,4968,456,378,12.91
2025-01-26,Chennai,CoffeePush,2144,41,89,43.54
2025-01-27,Delhi,BrandAwareness,4772,478,300,64.81
2025-01-29,Hyderabad,HolidaySale,1538,207,478,30.72
2025-01-08,Chennai,BrandAwareness,868,58,249,38.15
2025-01-12,Chennai,BrandAwareness,3395,40,56,21.43
2025-01-23,Delhi,BrandAwareness,2971,367,213,6.79
2025-01-25,Delhi,CoffeePush,5877,362,335,73.4
2025-01-26,Mumbai,CoffeePush,1772,51,87,67.57
2025-01-26,Bangalore,CoffeePush,3654,504,293,16.61
2025-01-20,Delhi,HolidaySale,4900,627,207,6.07
2025-01-25,Bangalore,CoffeePush,3392,170,198,42.17
2025-01-02,Chennai,CoffeePush,3353,25,252,8.31
2025-01-22,Delhi,HolidaySale,3488,481,74,23.55
2025-01-02,Delhi,BrandAwareness,2380,10,59,71.69
2025-01-30,Bangalore,BrandAwareness,4413,597,211,16.99
2025-01-08,Bangalore,HolidaySale,3287,479,106,37.68
2025-01-24,Chennai,CoffeePush,4628,533,417,50.78
2025-01-27,Delhi,CoffeePush,3519,107,295,38.37
2025-01-22,Bangalore,CoffeePush,2074,256,473,79.65
2025-01-16,Bangalore,CoffeePush,4424,496,98,43.46
2025-01-22,Bangalore,BrandAwareness,5636,189,41,17.65
2025-01-23,Hyderabad,CoffeePush,5461,594,246,75.54
2025-01-23,Hyderabad,BrandAwareness,1154,11,449,46.96
2025-01-10,Delhi,HolidaySale,697,55,158,68.82
2025-01-01,Hyderabad,HolidaySale,1955,34,351,10.89
2025-01-14,Delhi,BrandAwareness,861,36,291,48.34
2025-01-15,Delhi,HolidaySale,1981,175,239,19.23
2025-01-01,Chennai,HolidaySale,4201,332,120,50.43
2025-01-16,Bangalore,BrandAwareness,4334,260,404,20.76
2025-01-02,Hyderabad,CoffeePush,1763,237,466,40.76
2025-01-23,Mumbai,BrandAwareness,1699,93,85,40.58
2025-01-04,Chennai,CoffeePush,4449,591,323,24.81
2025-01-30,Delhi,HolidaySale,5902,710,79,33.75
2025-01-25,Chennai,CoffeePush,4277,245,192,14.07
2025-01-02,Delhi,HolidaySale,885,49,361,52.68
2025-01-07,Mumbai,CoffeePush,1161,17,54,69.85
2025-01-13,Bangalore,BrandAwareness,5418,305,249,25.09
2025-01-09,Chennai,CoffeePush,5094,606,281,33.97
2025-01-16,Mumbai,HolidaySale,2796,307,80,53.68
2025-01-05,Chennai,BrandAwareness,2364,82,423,68.9
2025-01-08,Hyderabad,HolidaySale,1678,48,338,42.37
2025-01-06,Hyderabad,BrandAwareness,2733,175,124,25.04
2025-01-06,Chennai,CoffeePush,1937,65,413,76.03
2025-01-21,Mumbai,HolidaySale,2103,142,366,50.54
2025-01-19,Chennai,BrandAwareness,2625,30,247,70.99
2025-01-05,Delhi,BrandAwareness,2257,89,380,33.29
2025-01-28,Bangalore,BrandAwareness,3287,173,184,30.71
2025-01-09,Mumbai,BrandAwareness,4661,378,110,74.43
2025-01-01,Delhi,HolidaySale,3535,310,190,26.25
2025-01-06,Bangalore,HolidaySale,5996,676,308,24.18
2025-01-18,Chennai,CoffeePush,627,10,486,5.2
2025-01-12,Delhi,HolidaySale,2974,252,74,75.22
2025-01-02,Hyderabad,HolidaySale,3421,185,325,38.43
2025-01-17,Bangalore,CoffeePush,4884,716,476,44.23
2025-01-17,Delhi,CoffeePush,3444,325,477,20.45
2025-01-12,Bangalore,HolidaySale,2984,208,450,20.58
2025-01-02,Chennai,CoffeePush,2961,189,36,37.43
2025-01-12,Delhi,CoffeePush,3293,20,145,67.88
2025-01-23,Hyderabad,BrandAwareness,1428,151,192,9.1
2025-01-01,Bangalore,HolidaySale,2017,240,330,71.51
2025-01-19,Chennai,HolidaySale,680,26,389,23.68
2025-01-28,Bangalore,BrandAwareness,2771,283,174,16.52
2025-01-30,Hyderabad,CoffeePush,4728,631,205,18.79
2025-01-10,Mumbai,HolidaySale,5634,326,111,48.01
2025-01-08,Delhi,BrandAwareness,3372,204,388,73.48
2025-01-03,Hyderabad,HolidaySale,2182,124,83,76.22
2025-01-25,Delhi,CoffeePush,4975,559,245,54.89
2025-01-03,Hyderabad,BrandAwareness,1185,52,102,36.79
2025-01-08,Chennai,BrandAwareness,5734,737,326,29.9
2025-01-10,Chennai,CoffeePush,599,73,494,61.56
2025-01-24,Delhi,CoffeePush,5806,258,465,69.05
2025-01-02,Delhi,BrandAwareness,3515,132,437,44.83
2025-01-11,Delhi,HolidaySale,2409,233,413,66.02
2025-01-16,Mumbai,HolidaySale,2171,28,406,30.46
2025-01-09,Bangalore,HolidaySale,3643,181,169,44.92
2025-01-03,Hyderabad,BrandAwareness,3099,212,173,46.06
2025-01-04,Chennai,CoffeePush,2760,34,466,38.88
2025-01-25,Hyderabad,CoffeePush,1418,187,452,45.16
2025-01-16,Chennai,BrandAwareness,5923,587,310,11.45
2025-01-10,Bangalore,HolidaySale,5109,324,295,63.9
2025-01-06,Mumbai,BrandAwareness,2418,143,155,40.86
2025-01-19,Hyderabad,CoffeePush,5115,743,364,22.61
2025-01-23,Bangalore,HolidaySale,3599,88,143,14.24
2025-01-17,Mumbai,BrandAwareness,4194,533,492,60.48
2025-01-14,Chennai,BrandAwareness,2742,397,74,25.23
2025-01-17,Delhi,BrandAwareness,1867,278,360,44.25
2025-01-04,Chennai,HolidaySale,5638,177,438,76.61
2025-01-07,Mumbai,CoffeePush,4945,711,328,42.78
2025-01-30,Delhi,HolidaySale,1841,118,286,60.13
2025-01-06,Bangalore,HolidaySale,846,61,203,60.67
2025-01-29,Chennai,CoffeePush,1244,22,243,29.74
2025-01-18,Delhi,HolidaySale,519,49,107,64.64
2025-01-12,Delhi,HolidaySale,3125,167,461,29.66
2025-01-22,Mumbai,HolidaySale,2567,123,94,20.9
2025-01-25,Hyderabad,BrandAwareness,5822,482,482,45.99
2025-01-18,Mumbai,BrandAwareness,2480,51,224,6.07
2025-01-03,Mumbai,CoffeePush,4602,479,94,57.18
2025-01-09,Hyderabad,BrandAwareness,2941,148,391,23.56
2025-01-30,Delhi,HolidaySale,1743,92,436,5.01
2025-01-19,Hyderabad,HolidaySale,2248,102,383,27.27
2025-01-24,Delhi,HolidaySale,1924,28,464,79.81
2025-01-04,Delhi,CoffeePush,4285,195,488,11.2
2025-01-06,Bangalore,HolidaySale,981,105,477,66.37
2025-01-02,Chennai,BrandAwareness,2871,348,436,50.89
2025-01-16,Chennai,CoffeePush,5953,81,182,60.53
2025-01-18,Delhi,HolidaySale,1812,176,470,14.41
2025-01-11,Hyderabad,CoffeePush,5221,344,297,45.31
2025-01-08,Delhi,HolidaySale,4580,472,477,12.96
2025-01-09,Mumbai,HolidaySale,3640,208,114,76.45
2025-01-12,Delhi,HolidaySale,5005,714,212,19.99
2025-01-25,Mumbai,HolidaySale,755,50,287,43.74
2025-01-09,Bangalore,HolidaySale,5106,635,222,36.4
2025-01-09,Delhi,BrandAwareness,2329,218,274,72.88
2025-01-30,Delhi,HolidaySale,5413,711,179,70.31
2025-01-05,Bangalore,CoffeePush,899,116,409,34.79
2025-01-08,Hyderabad,HolidaySale,2436,48,287,79.15
2025-01-16,Mumbai,HolidaySale,1834,149,21,29.74
2025-01-03,Mumbai,BrandAwareness,2035,166,279,43.16
2025-01-22,Delhi,CoffeePush,956,42,403,58.62
2025-01-28,Bangalore,CoffeePush,4707,439,211,57.12
2025-01-21,Hyderabad,HolidaySale,2398,161,69,10.62
2025-01-09,Mumbai,CoffeePush,5544,615,125,70.77
2025-01-20,Chennai,HolidaySale,1308,111,292,21.61
2025-01-26,Bangalore,HolidaySale,4240,95,79,76.06
2025-01-09,Hyderabad,HolidaySale,1281,22,222,46.58
2025-01-11,Delhi,BrandAwareness,5115,281,319,12.84
2025-01-04,Bangalore,CoffeePush,812,16,434,64.11
2025-01-14,Bangalore,BrandAwareness,2463,269,249,77.09
2025-01-10,Delhi,BrandAwareness,3998,37,376,7.7
2025-01-09,Mumbai,BrandAwareness,4442,32,283,32.7
2025-01-10,Delhi,BrandAwareness,2745,90,355,56.16
2025-01-27,Hyderabad,CoffeePush,1756,176,357,40.76
2025-01-04,Bangalore,BrandAwareness,828,99,301,14.07
2025-01-07,Bangalore,BrandAwareness,1751,175,353,39.03
2025-01-20,Chennai,HolidaySale,1030,46,222,68.3
2025-01-29,Hyderabad,BrandAwareness,5981,861,471,75.92
2025-01-26,Delhi,BrandAwareness,3608,146,344,33.82
2025-01-16,Hyderabad,CoffeePush,5013,72,362,73.32
2025-01-20,Mumbai,BrandAwareness,2296,192,270,70.71
2025-01-13,Delhi,CoffeePush,5354,508,155,34.17
2025-01-06,Chennai,CoffeePush,5496,440,364,34.45
2025-01-12,Hyderabad,CoffeePush,4189,118,454,35.77
2025-01-02,Hyderabad,HolidaySale,3597,191,41,27.56
2025-01-30,Bangalore,BrandAwareness,966,48,447,47.71
2025-01-06,Chennai,CoffeePush,1015,13,313,52.13
2025-01-20,Delhi,CoffeePush,4274,426,396,5.79
2025-01-14,Bangalore,HolidaySale,2598,139,455,50.86
2025-01-30,Bangalore,BrandAwareness,2274,238,499,15.15
2025-01-05,Chennai,BrandAwareness,1291,170,98,15.48
2025-01-13,Bangalore,BrandAwareness,4215,390,27,36.56
2025-01-09,Mumbai,CoffeePush,3588,472,455,36.83
2025-01-19,Hyderabad,HolidaySale,548,71,51,32.74
2025-01-05,Delhi,HolidaySale,2896,315,226,15.04
2025-01-30,Bangalore,BrandAwareness,935,140,24,53.52
2025-01-03,Mumbai,BrandAwareness,4527,305,436,23.67
2025-01-12,Bangalore,BrandAwareness,5890,839,107,12.93
2025-01-03,Mumbai,HolidaySale,2611,169,446,70.88
2025-01-18,Delhi,HolidaySale,2588,57,425,9.36
2025-01-07,Mumbai,HolidaySale,601,71,295,31.1
2025-01-12,Chennai,BrandAwareness,2581,66,152,43.06
2025-01-19,Mumbai,HolidaySale,5560,801,426,45.68
2025-01-26,Delhi,CoffeePush,5003,73,362,6.22
2025-01-04,Mumbai,CoffeePush,3087,89,444,60.84
2025-01-24,Chennai,BrandAwareness,5215,522,54,40.15
2025-01-20,Delhi,BrandAwareness,1498,116,33,79.14
2025-01-24,Mumbai,CoffeePush,3453,235,415,5.81
2025-01-07,Bangalore,HolidaySale,2521,328,383,18.7
2025-01-02,Mumbai,CoffeePush,684,22,114,71.2
2025-01-11,Hyderabad,HolidaySale,4270,209,314,59.26
2025-01-08,Bangalore,CoffeePush,2493,67,491,61.02
2025-01-06,Hyderabad,BrandAwareness,5283,439,406,45.36
2025-01-27,Bangalore,HolidaySale,4999,695,322,6.11
2025-01-22,Mumbai,CoffeePush,2460,205,52,31.02
2025-01-11,Hyderabad,HolidaySale,550,80,300,8.61
2025-01-09,Mumbai,BrandAwareness,5191,520,107,64.07
2025-01-21,Bangalore,CoffeePush,2386,129,341,73.46
2025-01-14,Hyderabad,CoffeePush,4508,99,181,76.08
2025-01-05,Delhi,CoffeePush,1965,136,216,50.49
2025-01-18,Mumbai,BrandAwareness,3927,379,181,77.99
2025-01-10,Bangalore,CoffeePush,5916,146,399,49.38
2025-01-01,Mumbai,HolidaySale,1000,102,456,74.72
2025-01-30,Delhi,CoffeePush,2504,193,380,33.6
2025-01-27,Bangalore,CoffeePush,4512,171,157,66.51
2025-01-06,Chennai,HolidaySale,2250,231,464,17.73
2025-01-05,Mumbai,BrandAwareness,1687,192,420,56.39
2025-01-15,Hyderabad,CoffeePush,4252,435,155,40.88
2025-01-01,Mumbai,HolidaySale,3006,231,380,13.74
2025-01-23,Bangalore,HolidaySale,1358,44,309,62.48
2025-01-25,Delhi,HolidaySale,5948,368,206,52.64
2025-01-23,Delhi,HolidaySale,3387,292,152,68.63
2025-01-29,Bangalore,CoffeePush,4216,149,96,28.19
2025-01-18,Mumbai,HolidaySale,927,68,348,71.43
2025-01-19,Hyderabad,CoffeePush,507,64,454,61.55
2025-01-08,Chennai,BrandAwareness,5501,409,372,40.09
2025-01-19,Bangalore,CoffeePush,5650,419,187,19.34
2025-01-14,Hyderabad,CoffeePush,5279,58,93,63.3
2025-01-26,Bangalore,CoffeePush,3187,303,336,43.0
2025-01-19,Mumbai,CoffeePush,806,28,497,74.53
2025-01-08,Chennai,HolidaySale,2787,277,76,18.8
2025-01-08,Bangalore,CoffeePush,1743,31,304,63.4
2025-01-21,Delhi,CoffeePush,4414,432,341,28.68
2025-01-07,Mumbai,BrandAwareness,3381,379,283,35.1
2025-01-03,Delhi,BrandAwareness,4975,523,86,76.32
2025-01-02,Mumbai,CoffeePush,3259,245,304,70.93
2025-01-13,Bangalore,HolidaySale,4390,140,121,62.93
2025-01-29,Hyderabad,BrandAwareness,5058,147,280,10.49
2025-01-13,Delhi,CoffeePush,1745,163,451,54.87
2025-01-23,Mumbai,BrandAwareness,523,56,262,64.63
2025-01-19,Hyderabad,HolidaySale,5124,385,171,60.68
2025-01-07,Chennai,CoffeePush,1816,26,77,36.18
2025-01-17,Mumbai,HolidaySale,3299,107,358,33.71
2025-01-27,Hyderabad,BrandAwareness,5647,595,378,66.03
2025-01-19,Mumbai,BrandAwareness,1545,43,125,36.04
2025-01-16,Chennai,HolidaySale,709,10,238,42.04
2025-01-30,Bangalore,CoffeePush,4430,97,26,9.78
2025-01-02,Delhi,HolidaySale,5809,160,158,46.64
2025-01-12,Delhi,BrandAwareness,4295,169,483,62.9
2025-01-28,Delhi,HolidaySale,2160,71,255,13.8
2025-01-12,Bangalore,BrandAwareness,5417,399,493,42.5
2025-01-16,Chennai,HolidaySale,5141,481,425,75.83
2025-01-11,Chennai,BrandAwareness,2040,177,27,23.0
2025-01-24,Chennai,CoffeePush,5414,320,301,71.9
2025-01-15,Hyderabad,HolidaySale,5170,223,355,72.27
2025-01-01,Hyderabad,CoffeePush,1963,23,377,67.81
2025-01-09,Mumbai,BrandAwareness,1310,33,256,18.9
2025-01-21,Chennai,BrandAwareness,652,76,455,64.01
2025-01-27,Hyderabad,HolidaySale,1593,156,296,17.21
2025-01-01,Delhi,HolidaySale,3329,223,355,68.98
2025-01-14,Chennai,CoffeePush,4242,435,310,8.56
2025-01-10,Mumbai,BrandAwareness,2019,277,204,71.35
2025-01-02,Bangalore,CoffeePush,3261,282,394,19.52
2025-01-06,Chennai,BrandAwareness,2918,66,133,65.02
2025-01-03,Chennai,BrandAwareness,3159,41,69,61.96
2025-01-28,Chennai,BrandAwareness,3702,338,213,77.35
2025-01-17,Mumbai,HolidaySale,1331,173,492,12.23
2025-01-29,Mumbai,BrandAwareness,2663,96,321,55.31
2025-01-09,Delhi,HolidaySale,5876,711,455,30.8
2025-01-10,Bangalore,HolidaySale,4072,183,449,39.11
2025-01-04,Chennai,HolidaySale,2657,33,250,50.32
2025-01-17,Mumbai,CoffeePush,2191,311,407,16.3
2025-01-26,Hyderabad,CoffeePush,2800,400,241,51.66
2025-01-20,Delhi,HolidaySale,3357,467,50,65.41
2025-01-07,Bangalore,BrandAwareness,3110,335,363,78.09
2025-01-16,Delhi,BrandAwareness,3216,211,289,63.58
2025-01-14,Mumbai,BrandAwareness,5623,346,446,67.62
2025-01-08,Mumbai,CoffeePush,4915,131,500,26.19
2025-01-10,Delhi,CoffeePush,2228,131,193,13.14
2025-01-05,Delhi,HolidaySale,2811,399,387,56.41
2025-01-10,Delhi,CoffeePush,957,133,380,35.25
2025-01-11,Chennai,HolidaySale,1689,27,472,16.65
2025-01-21,Chennai,CoffeePush,2051,256,291,17.51
2025-01-10,Hyderabad,BrandAwareness,5678,432,273,20.12
2025-01-05,Mumbai,CoffeePush,2226,101,203,31.94
2025-01-25,Bangalore,BrandAwareness,3294,266,97,74.03
2025-01-10,Chennai,BrandAwareness,4781,403,125,19.95
2025-01-22,Mumbai,CoffeePush,5944,619,128,45.21
2025-01-13,Hyderabad,CoffeePush,5791,369,483,55.21
2025-01-18,Hyderabad,CoffeePush,3406,286,283,61.93
2025-01-05,Hyderabad,CoffeePush,5651,823,345,76.67
2025-01-06,Mumbai,CoffeePush,1349,44,345,45.68
2025-01-12,Mumbai,CoffeePush,759,78,309,30.09
